,log_id,problem_id,user_id,is_correct,attempts,score_x,submit_time,concept_id,title,content,option,answer,score_y,type,typetext,location,context_id,exercise_id,language
725,29040364_146660,Pm_146660,U_29040364,1,1,1.0,2020-07-13 10:14:17,K_虚拟用户_计算机科学与技术,管好用户--管好用户测试,在CentOS中，默认情况下，虚拟用户的UID范围是:,"{'A': '1-499', 'B': '0-499', 'C': '0-500', 'D': '500以后'}","[""A""]",1.0,1.0,单选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
726,29040364_146661,Pm_146661,U_29040364,0,1,0.0,2020-07-13 10:14:46,K_虚拟用户_计算机科学与技术,管好用户--管好用户测试,关于CentOS中的用户，描述错误的是：,"{'A': '虚拟用户是给系统的访客使用的', 'B': '根用户的UID是固定的', 'C': '虚拟用户使用的默认Shell是BASH', 'D': 'Linux是通过用户名来识别用户的身份的', 'E': '普通用户对系统有只有有限的权限'}","[""A"", ""C""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
727,29040364_146661,Pm_146661,U_29040364,0,1,0.0,2020-07-13 10:14:46,K_虚拟用户_计算机科学与技术,管好用户--管好用户测试,关于CentOS中的用户，描述错误的是：,"{'A': '虚拟用户是给系统的访客使用的', 'B': '根用户的UID是固定的', 'C': '虚拟用户使用的默认Shell是BASH', 'D': 'Linux是通过用户名来识别用户的身份的', 'E': '普通用户对系统有只有有限的权限'}","[""A"", ""C""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
728,29040364_146662,Pm_146662,U_29040364,0,1,0.0,2020-07-13 10:31:07,K_用户组_计算机科学与技术,管好用户--管好用户测试,关于Linux中的用户组，描述错误的是：,"{'A': '用户组的身份标识叫做GID', 'B': '一个用户只能从属于一个用户组', 'C': '一个用户组能够包含多个用户', 'D': '在同一时刻，一个用户的主用户组只能有一个', 'E': '每个用户都必定从属于一个与用户同名的独立的私有用户组'}","[""B"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
729,29040364_146662,Pm_146662,U_29040364,0,1,0.0,2020-07-13 10:31:07,K_用户组_计算机科学与技术,管好用户--管好用户测试,关于Linux中的用户组，描述错误的是：,"{'A': '用户组的身份标识叫做GID', 'B': '一个用户只能从属于一个用户组', 'C': '一个用户组能够包含多个用户', 'D': '在同一时刻，一个用户的主用户组只能有一个', 'E': '每个用户都必定从属于一个与用户同名的独立的私有用户组'}","[""B"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
730,29040364_146662,Pm_146662,U_29040364,0,1,0.0,2020-07-13 10:31:07,K_用户组_计算机科学与技术,管好用户--管好用户测试,关于Linux中的用户组，描述错误的是：,"{'A': '用户组的身份标识叫做GID', 'B': '一个用户只能从属于一个用户组', 'C': '一个用户组能够包含多个用户', 'D': '在同一时刻，一个用户的主用户组只能有一个', 'E': '每个用户都必定从属于一个与用户同名的独立的私有用户组'}","[""B"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
731,29040364_146662,Pm_146662,U_29040364,0,1,0.0,2020-07-13 10:31:07,K_用户组_计算机科学与技术,管好用户--管好用户测试,关于Linux中的用户组，描述错误的是：,"{'A': '用户组的身份标识叫做GID', 'B': '一个用户只能从属于一个用户组', 'C': '一个用户组能够包含多个用户', 'D': '在同一时刻，一个用户的主用户组只能有一个', 'E': '每个用户都必定从属于一个与用户同名的独立的私有用户组'}","[""B"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
732,29040364_146663,Pm_146663,U_29040364,1,1,2.0,2020-07-13 10:32:01,K_文件属性_计算机科学与技术,管好用户--管好用户测试,用户的主用户组属性将影响到：,"{'A': '用户创建的文件属性', 'B': '用户对于文件的访问权限', 'C': '用户是否为虚拟用户', 'D': '用户能否被删除'}","[""A"", ""B""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
733,29040364_146663,Pm_146663,U_29040364,1,1,2.0,2020-07-13 10:32:01,K_虚拟用户_计算机科学与技术,管好用户--管好用户测试,用户的主用户组属性将影响到：,"{'A': '用户创建的文件属性', 'B': '用户对于文件的访问权限', 'C': '用户是否为虚拟用户', 'D': '用户能否被删除'}","[""A"", ""B""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
734,29040364_146664,Pm_146664,U_29040364,0,1,0.0,2020-07-13 10:32:10,K_用户组_计算机科学与技术,管好用户--管好用户测试,id命令能够查看的用户信息有：,"{'A': '用户的创建时间', 'B': '用户的主用户组', 'C': '用户从属的用户组名', 'D': '用户家目录'}","[""B"", ""C""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
736,29040364_146666,Pm_146666,U_29040364,0,1,0.0,2020-07-13 10:33:23,K_登录_计算机科学与技术,管好用户--管好用户测试,假设目前我们以nboocer用户登录系统，处在nboocer用户的家目录下，现在要切换到root用户，下面描述正确的是：,"{'A': '使用 su root 切换，需要输入root用户密码，切换后处在root用户家目录中。', 'B': '使用 su - root 切换，需要输入root用户密码，切换后处在root用户家目录中', 'C': '使用 su -l root 切换，需要输入root用户密码，切换后处在root用户家目录中', 'D': '使用 su root 切换，需要输入nboocer用户密码，切换后处在nboocer家目录中', 'E': '使用 su - root 切换，需要输入nboocer用户密码，切换后处在root用户家目录中'}","[""B"", ""C""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
737,29040364_146667,Pm_146667,U_29040364,1,1,2.0,2020-07-13 10:34:03,K_虚拟用户_计算机科学与技术,管好用户--管好用户测试,关于切换用户命令su，下面描述正确的是：,"{'A': '由根用户切换普通用户时需要输入用户密码', 'B': '由普通用户切换根用户时需要输入用户密码', 'C': '由普通用户之间相互切换时需要输入用户密码', 'D': '由根用户切换为虚拟用户时需要输入用户密码', 'E': '切换用户身份后，对系统的访问权限也随之改变'}","[""B"", ""C"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
738,29040364_146667,Pm_146667,U_29040364,1,1,2.0,2020-07-13 10:34:03,K_切换用户_计算机科学与技术,管好用户--管好用户测试,关于切换用户命令su，下面描述正确的是：,"{'A': '由根用户切换普通用户时需要输入用户密码', 'B': '由普通用户切换根用户时需要输入用户密码', 'C': '由普通用户之间相互切换时需要输入用户密码', 'D': '由根用户切换为虚拟用户时需要输入用户密码', 'E': '切换用户身份后，对系统的访问权限也随之改变'}","[""B"", ""C"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
739,29040364_146667,Pm_146667,U_29040364,1,1,2.0,2020-07-13 10:34:03,K_切换用户_计算机科学与技术,管好用户--管好用户测试,关于切换用户命令su，下面描述正确的是：,"{'A': '由根用户切换普通用户时需要输入用户密码', 'B': '由普通用户切换根用户时需要输入用户密码', 'C': '由普通用户之间相互切换时需要输入用户密码', 'D': '由根用户切换为虚拟用户时需要输入用户密码', 'E': '切换用户身份后，对系统的访问权限也随之改变'}","[""B"", ""C"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
740,29040364_146668,Pm_146668,U_29040364,1,1,2.0,2020-07-13 10:34:30,K_登录_计算机科学与技术,管好用户--管好用户测试,关于CentOS中的usermod命令，下面描述正确的是：,"{'A': '用-u选项修改用户的UID时，必须确保这个UID未曾被别人使用', 'B': '用–G来修改用户的从属用户组的时候，如果用户组不存在，Linux会自动创建这个用户组', 'C': '在用户已经登录系统的情况下，无法修改用户的UID', 'D': '在用户已经登录系统的情况下，可以用-l选项修改用户的用户名', 'E': '用-d选项修改用户的家目录时，必须确保要指定的目录已经存在'}","[""A"", ""C"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
741,29040364_146668,Pm_146668,U_29040364,1,1,2.0,2020-07-13 10:34:30,K_登录_计算机科学与技术,管好用户--管好用户测试,关于CentOS中的usermod命令，下面描述正确的是：,"{'A': '用-u选项修改用户的UID时，必须确保这个UID未曾被别人使用', 'B': '用–G来修改用户的从属用户组的时候，如果用户组不存在，Linux会自动创建这个用户组', 'C': '在用户已经登录系统的情况下，无法修改用户的UID', 'D': '在用户已经登录系统的情况下，可以用-l选项修改用户的用户名', 'E': '用-d选项修改用户的家目录时，必须确保要指定的目录已经存在'}","[""A"", ""C"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
742,29040364_146668,Pm_146668,U_29040364,1,1,2.0,2020-07-13 10:34:30,K_用户组_计算机科学与技术,管好用户--管好用户测试,关于CentOS中的usermod命令，下面描述正确的是：,"{'A': '用-u选项修改用户的UID时，必须确保这个UID未曾被别人使用', 'B': '用–G来修改用户的从属用户组的时候，如果用户组不存在，Linux会自动创建这个用户组', 'C': '在用户已经登录系统的情况下，无法修改用户的UID', 'D': '在用户已经登录系统的情况下，可以用-l选项修改用户的用户名', 'E': '用-d选项修改用户的家目录时，必须确保要指定的目录已经存在'}","[""A"", ""C"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
744,29040364_146670,Pm_146670,U_29040364,0,1,0.0,2020-07-13 10:36:13,K_登录_计算机科学与技术,管好用户--管好用户测试,关于CentOS中的修改用户组命令groupmod，下面描述正确的是：,"{'A': '随意更改用户组的 GID可能会造成系统混乱', 'B': '带选项–n可以修改用户组名', 'C': '更改用户组名可能会造成系统混乱', 'D': '如果有用户将某用户组作为其主用户组，那么在用户已经登录系统的情况下，无法修改这个用户组名'}","[""A"", ""B""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
745,29040364_146671,Pm_146671,U_29040364,1,1,2.0,2020-07-13 10:37:05,K_系统管理员_计算机科学与技术,管好用户--管好用户测试,下面关于Linux系统用户管理的说法，哪些是错误的？,"{'A': '作为掌握根用户口令系统管理员，理论上最好只有一个', 'B': '要执行一个根用户才有权限执行的命令，必须先切换为根用户身份', 'C': '可以通过某种方法分配给普通用户一些合理的根用户“权力”', 'D': '系统中的根用户只能有一个', 'E': '要与其他人共享根用户权限，就需要告诉他根用户密码'}","[""B"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
746,29040364_146671,Pm_146671,U_29040364,1,1,2.0,2020-07-13 10:37:05,K_用户权限_计算机科学与技术,管好用户--管好用户测试,下面关于Linux系统用户管理的说法，哪些是错误的？,"{'A': '作为掌握根用户口令系统管理员，理论上最好只有一个', 'B': '要执行一个根用户才有权限执行的命令，必须先切换为根用户身份', 'C': '可以通过某种方法分配给普通用户一些合理的根用户“权力”', 'D': '系统中的根用户只能有一个', 'E': '要与其他人共享根用户权限，就需要告诉他根用户密码'}","[""B"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
747,29040364_146671,Pm_146671,U_29040364,1,1,2.0,2020-07-13 10:37:05,K_权力_计算机科学与技术,管好用户--管好用户测试,下面关于Linux系统用户管理的说法，哪些是错误的？,"{'A': '作为掌握根用户口令系统管理员，理论上最好只有一个', 'B': '要执行一个根用户才有权限执行的命令，必须先切换为根用户身份', 'C': '可以通过某种方法分配给普通用户一些合理的根用户“权力”', 'D': '系统中的根用户只能有一个', 'E': '要与其他人共享根用户权限，就需要告诉他根用户密码'}","[""B"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
750,29040364_146674,Pm_146674,U_29040364,0,1,0.0,2020-07-13 10:38:55,K_用户配置文件_计算机科学与技术,管好用户--管好用户测试,关于Linux中用的用户配置文件，下面描述正确的是：,"{'A': '/etc/passwd中存放着用户加密后的密码', 'B': '/etc/passwd中存放着用户的主用户组信息', 'C': '如果用户密码为空，/etc/passwd的第二个字段将出现叹号！或者星号 *', 'D': '/etc/shadow 中第三个字段表示的密码最后一次修改时间', 'E': '可以通过修改passwd 和 shadow文件的内容来修改用户属性'}","[""B"", ""D"", ""E""]",2.0,2.0,多选题,5.9,"[6197161, 6197163, 6197165, 6197167, 6197168]",Ex_116907,Chinese
752,29040364_146677,Pm_146677,U_29040364,1,1,1.0,2020-07-19 11:35:33,K_分区表_计算机科学与技术,管好硬盘--管好硬盘测试,fdisk命令中将分区写入分区表的指令是：,"{'A': 'w', 'B': 's', 'C': 'r', 'D': 'ctrl+s'}","[""A""]",1.0,1.0,单选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese
755,29040364_146680,Pm_146680,U_29040364,0,1,0.0,2020-07-19 11:38:18,K_逻辑分区_计算机科学与技术,管好硬盘--管好硬盘测试,将主机的第二块SCSI接口硬盘上的第2个格式化为ext4文件系统的逻辑分区以只读方式挂载到/tmp_disk目录上的命令是:,"{'A': 'mount -t ext4 -o rw /dev/sdb6 /tmp_disk', 'B': 'mount -t ext4 -o ro /dev/sdb2 /tmp_disk', 'C': 'mount -t ext4 -o ro /dev/sdb6 /tmp_disk', 'D': 'mount -t ext4 -o rw /dev/sdb6 /tmp_disk'}","[""C""]",1.0,1.0,单选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese
756,29040364_146681,Pm_146681,U_29040364,1,1,2.0,2020-07-19 11:39:23,K_设备名_计算机科学与技术,管好硬盘--管好硬盘测试,关于Linux中开机自动挂载分区配置文件/etc/fstab，下面描述正确的是:,"{'A': '第一个字段可以填入要开机挂载的设备名', 'B': '第一个字段可以填入要开机挂载的设备标签', 'C': '第一个字段可以填入要开机挂载的设备UUID', 'D': '第一个字段可以填入要开机挂载的设备别名'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese
760,29040364_146685,Pm_146685,U_29040364,0,1,0.0,2020-07-19 11:42:43,K_系统目录_计算机科学与技术,管好硬盘--管好硬盘测试,关于Linux中挂载分区，下面描述正确的是：,"{'A': '划分并格式化好的分区要挂载到系统目录树中的某个目录上才能被访问', 'B': '分区只能够挂载在空目录上', 'C': '分区的挂载目录被称为挂载点', 'D': '所有类型的分区都能被挂载', 'E': '分区可以被同时挂载在不同的目录上'}","[""A"", ""C"", ""E""]",2.0,2.0,多选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese
761,29040364_146685,Pm_146685,U_29040364,0,1,0.0,2020-07-19 11:42:43,K_挂载点_计算机科学与技术,管好硬盘--管好硬盘测试,关于Linux中挂载分区，下面描述正确的是：,"{'A': '划分并格式化好的分区要挂载到系统目录树中的某个目录上才能被访问', 'B': '分区只能够挂载在空目录上', 'C': '分区的挂载目录被称为挂载点', 'D': '所有类型的分区都能被挂载', 'E': '分区可以被同时挂载在不同的目录上'}","[""A"", ""C"", ""E""]",2.0,2.0,多选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese
762,29040364_146686,Pm_146686,U_29040364,1,1,2.0,2020-07-19 11:43:07,K_设备名_计算机科学与技术,管好硬盘--管好硬盘测试,关于Linux中卸载分区，下面描述正确的是：,"{'A': '可以用设备名来卸载分区', 'B': '如果分区中文件正在被访问，分区不可卸载', 'C': '可以用挂载点来卸载分区', 'D': '如果分区挂载在一个原本有文件存放着的目录上，分区卸载后，这些文件仍旧可访问'}","[""A"", ""B"", ""C"", ""D""]",2.0,2.0,多选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese
763,29040364_146686,Pm_146686,U_29040364,1,1,2.0,2020-07-19 11:43:07,K_挂载点_计算机科学与技术,管好硬盘--管好硬盘测试,关于Linux中卸载分区，下面描述正确的是：,"{'A': '可以用设备名来卸载分区', 'B': '如果分区中文件正在被访问，分区不可卸载', 'C': '可以用挂载点来卸载分区', 'D': '如果分区挂载在一个原本有文件存放着的目录上，分区卸载后，这些文件仍旧可访问'}","[""A"", ""B"", ""C"", ""D""]",2.0,2.0,多选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese
764,29040364_146687,Pm_146687,U_29040364,1,1,1.0,2020-07-19 11:43:19,K_逻辑分区_计算机科学与技术,管好硬盘--管好硬盘测试,主机上第三块SCSI接口的硬盘中第一个逻辑分区的设备文件名字是,"{'A': 'sdc1', 'B': 'sda1', 'C': 'sdc4', 'D': 'sda4', 'E': 'sdc5'}","[""E""]",1.0,1.0,单选题,6.6,"[6197171, 6197172, 6197173]",Ex_116912,Chinese
765,29040364_146689,Pm_146689,U_29040364,1,1,1.0,2020-07-21 12:58:28,K_ipconfig_计算机科学与技术,管好网络--管好网络测试,可以用哪个命令测试两台主机之间网络的连通性。,"{'A': 'ping', 'B': 'ifconfig', 'C': 'ipconfig', 'D': 'route'}","[""A""]",1.0,1.0,单选题,7.4,"[6197175, 6197176]",Ex_116915,Chinese
770,29040364_146694,Pm_146694,U_29040364,1,1,1.0,2020-07-21 13:00:19,K_调试_计算机科学与技术,管好网络--管好网络测试,回环接口为系统提供一个单机网络环境，一般用于网络程序的调试。,"{'true': '正确', 'false': '错误'}","[""true""]",1.0,6.0,判断题,7.4,"[6197175, 6197176]",Ex_116915,Chinese
773,29040364_146697,Pm_146697,U_29040364,0,1,0.0,2020-07-21 13:02:32,K_主机名_计算机科学与技术,管好网络--管好网络测试,关于修改主机名，下面那些说法是正确的：,"{'A': '需要修改/etc/sysconfig/network文件', 'B': '需要修改/etc/hosts文件', 'C': '需要修改/etc/sysconfig/network-scripts/ifcfg-eth0文件', 'D': '一般需要重启系统，让修改生效'}","[""A"", ""B"", ""D""]",2.0,2.0,多选题,7.4,"[6197175, 6197176]",Ex_116915,Chinese
775,29040364_146699,Pm_146699,U_29040364,1,1,2.0,2020-07-21 13:03:52,K_主机名_计算机科学与技术,管好网络--管好网络测试,关于为网络接口配置DHCP，下面那些说法是正确的：,"{'A': 'DHCP很方便，但是更容易发生配置错误', 'B': 'DHCP服务器可以指定接口的IP地址、子网掩码和网关', 'C': '默认情况下，CentOS使用DHCP协议配置接口网络参数', 'D': 'DHCP服务器还可以指定主机名'}","[""B"", ""C"", ""D""]",2.0,2.0,多选题,7.4,"[6197175, 6197176]",Ex_116915,Chinese
779,29040364_146703,Pm_146703,U_29040364,0,1,0.0,2020-07-27 10:35:23,K_软件资源_计算机科学与技术,管好软件包--管好软件包测试,关于Linux中的软件管理，下面那些选项是正确的？,"{'A': '在某个Linux发行版下开发和编译的程序，直接放到另外一个Linux发行版下有可能性无法运行', 'B': '早期的Linux的软件都是通过源码来分发', 'C': 'RPM是所有Linux发现版本上的通用的软件包管理器', 'D': 'RPM是Linux下软件资源最丰富的软件包类型'}","[""A"", ""B"", ""D""]",2.0,2.0,多选题,8.5,"[6197179, 6197180, 6197181]",Ex_116919,Chinese
780,29040364_146703,Pm_146703,U_29040364,0,1,0.0,2020-07-27 10:35:23,K_软件管理_计算机科学与技术,管好软件包--管好软件包测试,关于Linux中的软件管理，下面那些选项是正确的？,"{'A': '在某个Linux发行版下开发和编译的程序，直接放到另外一个Linux发行版下有可能性无法运行', 'B': '早期的Linux的软件都是通过源码来分发', 'C': 'RPM是所有Linux发现版本上的通用的软件包管理器', 'D': 'RPM是Linux下软件资源最丰富的软件包类型'}","[""A"", ""B"", ""D""]",2.0,2.0,多选题,8.5,"[6197179, 6197180, 6197181]",Ex_116919,Chinese
781,29040364_146704,Pm_146704,U_29040364,1,1,2.0,2020-07-27 10:35:34,K_全名_计算机科学与技术,管好软件包--管好软件包测试,关于用rpm卸载软件，下面哪些说法是正确的：,"{'A': '使用-r选项', 'B': '使用-e选项', 'C': '卸载软件需要知道软件安装后包括版本号在内的全名', 'D': '卸载软件只需要知道软件名即可', 'E': '卸载一个软件可能会导致系统中别的软件无法使用'}","[""B"", ""C"", ""E""]",2.0,2.0,多选题,8.5,"[6197179, 6197180, 6197181]",Ex_116919,Chinese
782,29040364_146705,Pm_146705,U_29040364,0,1,0.0,2020-07-27 10:36:01,K_软件管理器_计算机科学与技术,管好软件包--管好软件包测试,下面关于yum的说法那些是错误的？,"{'A': 'yum目的就是为了解决RPM管理软件包时的依赖关系难题', 'B': 'yum是一种区别于RPM软件封装模式', 'C': 'yum是红帽系列Linux中的默认软件管理器', 'D': 'yum客户端在安装软件时无需了解该软件包的依赖关系信息'}","[""B"", ""C""]",2.0,2.0,多选题,8.5,"[6197179, 6197180, 6197181]",Ex_116919,Chinese
818,29075619_412349,Pm_412349,U_29075619,0,1,0.0,2020-06-14 08:57:13,K_段寄存器_计算机科学与技术,第2周 8088微处理器--第二周单元测验,8088CPU中，以下哪一个部件不属于EU部分（   ）.,"{'A': 'ALU', 'B': '通用寄存器和标志寄存器', 'C': '段寄存器', 'D': 'EU控制电路'}","[""C""]",1.0,1.0,单选题,2.3,"[6232228, 6232229, 6232230, 6232231]",Ex_311471,Chinese
819,29075619_412349,Pm_412349,U_29075619,0,1,0.0,2020-06-14 08:57:13,K_标志寄存器_计算机科学与技术,第2周 8088微处理器--第二周单元测验,8088CPU中，以下哪一个部件不属于EU部分（   ）.,"{'A': 'ALU', 'B': '通用寄存器和标志寄存器', 'C': '段寄存器', 'D': 'EU控制电路'}","[""C""]",1.0,1.0,单选题,2.3,"[6232228, 6232229, 6232230, 6232231]",Ex_311471,Chinese
820,29075619_412350,Pm_412350,U_29075619,0,1,0.0,2020-06-14 08:57:42,K_指令流水线_计算机科学与技术,第2周 8088微处理器--第二周单元测验,指令流水线是指（   ）.,"{'A': '微处理器有序地执行指令', 'B': '微处理器顺序地执行指令', 'C': '微处理器同时执行多条指令', 'D': '指令通过流水线传送给微处理器'}","[""C""]",1.0,1.0,单选题,2.3,"[6232228, 6232229, 6232230, 6232231]",Ex_311471,Chinese
821,29075619_412351,Pm_412351,U_29075619,0,1,0.0,2020-06-14 08:58:01,K_总线_计算机科学与技术,第2周 8088微处理器--第二周单元测验,8088CPU中，以下哪一个部件不属于BIU部分（  ）.<!--!doctype-->,"{'A': '段寄存器<!--!doctype-->', 'B': '指令队列<!--!doctype-->', 'C': '通用寄存器<!--!doctype-->', 'D': '地址加法器、总线控制逻辑<!--!doctype-->'}","[""C""]",1.0,1.0,单选题,2.3,"[6232228, 6232229, 6232230, 6232231]",Ex_311471,Chinese
822,29075619_412351,Pm_412351,U_29075619,0,1,0.0,2020-06-14 08:58:01,K_段寄存器_计算机科学与技术,第2周 8088微处理器--第二周单元测验,8088CPU中，以下哪一个部件不属于BIU部分（  ）.<!--!doctype-->,"{'A': '段寄存器<!--!doctype-->', 'B': '指令队列<!--!doctype-->', 'C': '通用寄存器<!--!doctype-->', 'D': '地址加法器、总线控制逻辑<!--!doctype-->'}","[""C""]",1.0,1.0,单选题,2.3,"[6232228, 6232229, 6232230, 6232231]",Ex_311471,Chinese
824,29075619_412353,Pm_412353,U_29075619,1,1,1.0,2020-06-14 08:58:31,K_位_计算机科学与技术,第2周 8088微处理器--第二周单元测验,标志位SF表示（   ）,"{'A': '最高位是否向更高位有进借位', 'B': '运算结果是否为0', 'C': '运算结果是否超出符号数的范围', 'D': '运算结果的最高位是否为1'}","[""D""]",1.0,1.0,单选题,2.3,"[6232228, 6232229, 6232230, 6232231]",Ex_311471,Chinese
825,29075619_412355,Pm_412355,U_29075619,1,1,1.0,2020-06-19 15:30:21,K_系统控制_计算机科学与技术,第3周 实模式存储器寻址与总线--单元测验,以下哪一个特征不属于8086/8088CPU最小工作模式的特点（   ）.,"{'A': '仅支持少量设备组成的单处理器系统', 'B': '系统控制总线的信号由8088/8086CPU直接产生', 'C': '还需要其它控制器产生总线控制信号和命令信号', 'D': '最小模式构成的系统不能进行DMA传送'}","[""C""]",1.0,1.0,单选题,3.4,"[6232240, 6232242]",Ex_311477,Chinese
826,29075619_412355,Pm_412355,U_29075619,1,1,1.0,2020-06-19 15:30:21,K_支持_计算机科学与技术,第3周 实模式存储器寻址与总线--单元测验,以下哪一个特征不属于8086/8088CPU最小工作模式的特点（   ）.,"{'A': '仅支持少量设备组成的单处理器系统', 'B': '系统控制总线的信号由8088/8086CPU直接产生', 'C': '还需要其它控制器产生总线控制信号和命令信号', 'D': '最小模式构成的系统不能进行DMA传送'}","[""C""]",1.0,1.0,单选题,3.4,"[6232240, 6232242]",Ex_311477,Chinese
827,29075619_412355,Pm_412355,U_29075619,1,1,1.0,2020-06-19 15:30:21,K_单处理器_计算机科学与技术,第3周 实模式存储器寻址与总线--单元测验,以下哪一个特征不属于8086/8088CPU最小工作模式的特点（   ）.,"{'A': '仅支持少量设备组成的单处理器系统', 'B': '系统控制总线的信号由8088/8086CPU直接产生', 'C': '还需要其它控制器产生总线控制信号和命令信号', 'D': '最小模式构成的系统不能进行DMA传送'}","[""C""]",1.0,1.0,单选题,3.4,"[6232240, 6232242]",Ex_311477,Chinese
828,29075619_412356,Pm_412356,U_29075619,0,1,0.0,2020-06-19 15:30:32,K_步_计算机科学与技术,第3周 实模式存储器寻址与总线--单元测验,总线的基本功能是（   ）,"{'A': '数据传输、地址传输、控制信号传输', 'B': '传输同步、仲裁控制、总线驱动', 'C': '输入、输出', 'D': '连接各个部件'}","[""B""]",1.0,1.0,单选题,3.4,"[6232240, 6232242]",Ex_311477,Chinese
829,29075619_412356,Pm_412356,U_29075619,0,1,0.0,2020-06-19 15:30:32,K_总线_计算机科学与技术,第3周 实模式存储器寻址与总线--单元测验,总线的基本功能是（   ）,"{'A': '数据传输、地址传输、控制信号传输', 'B': '传输同步、仲裁控制、总线驱动', 'C': '输入、输出', 'D': '连接各个部件'}","[""B""]",1.0,1.0,单选题,3.4,"[6232240, 6232242]",Ex_311477,Chinese
830,29075619_412356,Pm_412356,U_29075619,0,1,0.0,2020-06-19 15:30:32,K_总线_计算机科学与技术,第3周 实模式存储器寻址与总线--单元测验,总线的基本功能是（   ）,"{'A': '数据传输、地址传输、控制信号传输', 'B': '传输同步、仲裁控制、总线驱动', 'C': '输入、输出', 'D': '连接各个部件'}","[""B""]",1.0,1.0,单选题,3.4,"[6232240, 6232242]",Ex_311477,Chinese
831,29075619_412356,Pm_412356,U_29075619,0,1,0.0,2020-06-19 15:30:32,K_地址_计算机科学与技术,第3周 实模式存储器寻址与总线--单元测验,总线的基本功能是（   ）,"{'A': '数据传输、地址传输、控制信号传输', 'B': '传输同步、仲裁控制、总线驱动', 'C': '输入、输出', 'D': '连接各个部件'}","[""B""]",1.0,1.0,单选题,3.4,"[6232240, 6232242]",Ex_311477,Chinese
832,29075619_412357,Pm_412357,U_29075619,0,1,0.0,2020-06-19 15:30:48,K_代码段_计算机科学与技术,第3周 实模式存储器寻址与总线--单元测验,在8088/8086系统中，程序代码被存放在（    ）,"{'A': '代码段或数据段', 'B': '数据段或附加段', 'C': '代码段或堆栈段', 'D': '只能存放在代码段'}","[""D""]",1.0,1.0,单选题,3.4,"[6232240, 6232242]",Ex_311477,Chinese
